id,cnpj,created_at,updated_at,nome_fantasia,sap,razao,regional
316,02076048000109,"2017-09-26 15:07:45.411993","2017-09-26 15:07:45.411993","RURAL TEC","","RTC INTERNET VIA RÁDIO LTDA","Porto Alegre"
317,01579286000174,"2017-09-26 15:07:45.436316","2017-09-26 15:07:45.436316",SAFEWEB,"","SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA","Porto Alegre"
318,20062032000129,"2017-09-26 15:07:45.453271","2017-09-26 15:07:45.453271","ASA TELECOM","","SANNRES TELECOMUNICACOES LTDA - ME","Belém"
319,04478833000113,"2017-09-26 15:07:45.474088","2017-09-26 15:07:45.474088","MEGA TURBO","","SANTINA E ALBERTINA LTDA - ME","Brasília"
320,13400311000190,"2017-09-26 15:07:45.496642","2017-09-26 15:07:45.496642","NEVOLI TELECOMUNICAÇÕES","","SÃO MIGUEL TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME","Belém"
321,10947276000135,"2017-09-26 15:07:45.521283","2017-09-26 15:07:45.521283","HELP INTERNET","","SBRUSSI E SBRUSSI LTDA - ME","Brasília"
322,13564476000105,"2017-09-26 15:07:45.543298","2017-09-26 15:07:45.543298",SAC,"","SECRETARIA DE AVIACAO CIVIL",Governo
323,33683111000107,"2017-09-26 15:07:45.565139","2017-09-26 15:07:45.565139",SERPRO,"",SERPRO,Governo
324,00330845000145,"2017-09-26 15:07:45.590517","2017-09-26 15:07:45.590517",SEBRAE,"","SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS",Governo
325,13546741000114,"2017-09-26 15:07:45.610812","2017-09-26 15:07:45.610812","MUITO MAIS COMUNICAÇÕES","","SERVIÇOS DE COMUNICAÇÕES LTDA","Brasília"
326,06119785000100,"2017-09-26 15:07:45.633185","2017-09-26 15:07:45.633185","BRIW - BRASIL INTERNET WIRELESS","","SET SOLUCOES TECNOLOGICAS E INFORMATICA LTDA - ME","Brasília"
327,10614842000197,"2017-09-26 15:07:45.656047","2017-09-26 15:07:45.656047",7CON,"","SETE TELECOM LTDA","Belém"
328,05829374000138,"2017-09-26 15:07:45.675533","2017-09-26 15:07:45.675533","SILMAR ZAMBONI BERTONCELLO","","SILMAR ZAMBONI BERTONCELLO","Porto Alegre"
329,05121961000178,"2017-09-26 15:07:45.697459","2017-09-26 15:07:45.697459","CIACOM PROVEDOR DE INTERNET","","SILVEIRA & ZIQUINATTI LTDA","Porto Alegre"
330,08778322000178,"2017-09-26 15:07:45.717035","2017-09-26 15:07:45.717035","SIM TELECOM","","SIM TELECOM LTDA - EPP","Brasília"
331,05890739000130,"2017-09-26 15:07:45.766499","2017-09-26 15:07:45.766499","SIMONET PROVIDER","","SIMONET PROVIDER TELECOMUNICAÇÕES LTDA - ME","Rio de Janeiro"
332,15361188000170,"2017-09-26 15:07:45.783643","2017-09-26 15:07:45.783643",SINALNET,"","SINALNET REDES DE COMUNICAÇÕES LTDA - ME","Porto Alegre"
333,03821107000199,"2017-09-26 15:07:45.805917","2017-09-26 15:07:45.805917",SINERGY,"","SINERGY NOVAS MÍDIAS LTDA","Porto Alegre"
334,02425327000130,"2017-09-26 15:07:45.829326","2017-09-26 15:07:45.829326",SKORPIONET,"","SKORPION SISTEMA DE TELECOM LTDA","Belém"
335,00497373004883,"2017-09-26 15:07:45.852660","2017-09-26 15:07:45.852660",SKY,"","SKY SERVICOS DE BANDA LARGA LTDA","São Paulo"
336,14359769000105,"2017-09-26 15:07:45.871421","2017-09-26 15:07:45.871421","SM NET","","SM NET LTDA ? ME","Rio de Janeiro"
337,07787126000168,"2017-09-26 15:07:45.891935","2017-09-26 15:07:45.891935","WEBROUTE INTERNET BANDA LARGA","","SMA NETWORKS INFORMÁTICA LTDA ME","São Paulo"
338,86846706000194,"2017-09-26 15:07:45.916832","2017-09-26 15:07:45.916832",RIOSOFT,"","SOCIEDADE NÚCLEO DE APOIO À PRODUÇÃO E EXPORTAÇÃO DE SOFTWARE DO RIO DE JANEIRO","Rio de Janeiro"
339,10271457000194,"2017-09-26 15:07:45.945126","2017-09-26 15:07:45.945126","CLICKNET TELECOMUNICAÇÕES","","SP TELECOMUNICAÇÕES LTDA - ME","Brasília"
340,10505282000132,"2017-09-26 15:07:45.971423","2017-09-26 15:07:45.971423","SPEED TELECOM","","SPEED PLANET TELECOMUNICAÇÕES LTDA","Rio de Janeiro"
341,10379340000129,"2017-09-26 15:07:45.990347","2017-09-26 15:07:45.990347",SPEEDCONNECT,"","SPEEDCONNECT- TECNOLOGIA E EQUIPAMENTOS",Fortaleza
342,17574884000190,"2017-09-26 15:07:46.007166","2017-09-26 15:07:46.007166","SPEEDNET LTDA","","SPEEDNET LTDA - EPP","Belém"
343,04101555000180,"2017-09-26 15:07:46.027783","2017-09-26 15:07:46.027783",CONTILNET,"","STAFF COMPUTER LTDA","Brasília"
344,01117905000109,"2017-09-26 15:07:46.047886","2017-09-26 15:07:46.047886","VIA RADIO","","STATUS EQUIPAMENTOS DE TELECOMUNICAÇÕES LTDA","Brasília"
345,21099215000181,"2017-09-26 15:07:46.071180","2017-09-26 15:07:46.071180",STONE,"","STONE TECNOLOGIA EIRELI - EPP","Belém"
346,02639055000171,"2017-09-26 15:07:46.096901","2017-09-26 15:07:46.096901","SOUTHTECH TELECOM","","SUL AMERICANA TECNOLOGIA E INFORMATICA LTDA","São Paulo"
347,24875044000123,"2017-09-26 15:07:46.115411","2017-09-26 15:07:46.115411",TURBONET,"","TBN TELECOMUNICAÇÕES LTDA - ME","Brasília"
348,11251678000163,"2017-09-26 15:07:46.134732","2017-09-26 15:07:46.134732","TCF - TELECOM","","TCF - TELECOMUNICAÇÕES CAMPO FLORIDO LTDA","Rio de Janeiro"
349,06089278000163,"2017-09-26 15:07:46.156147","2017-09-26 15:07:46.156147","TCHETURBO INTERNET PROVIDER","","TCHETURBO PROVEDOR DE INTERNET EIRELI","Porto Alegre"
350,11562559000121,"2017-09-26 15:07:46.177728","2017-09-26 15:07:46.177728",LARCNET,"","TELECOMUNICAÇÕES ALARCÃO E FERNANDES LTDA - ME","Brasília"
351,00336701000104,"2017-09-26 15:07:46.196958","2017-09-26 15:07:46.196958",TELEBRAS,"","TELECOMUNICAÇÕES BRASILEIRAS S. A. - TELEBRAS",Governo
352,02995233000105,"2017-09-26 15:07:46.222741","2017-09-26 15:07:46.222741",TVN,"","TELECOMUNICAÇÕES NORDESTE LTDA",Fortaleza
353,04206050000180,"2017-09-26 15:07:46.244364","2017-09-26 15:07:46.244364",TIM,"","TIM CELULAR S.A.","Rio de Janeiro"
354,09537386000140,"2017-09-26 15:07:46.264235","2017-09-26 15:07:46.264235","TOLEDO INFO","","TOLEDO INFORMÁTICA  LTDA","Brasília"
355,06850461000130,"2017-09-26 15:07:46.287273","2017-09-26 15:07:46.287273","TOTAL AUTOMAÇÃO","","TOTAL AUTOMAÇÃO COMÉRCIO DE PEÇAS E EQUIPAMENTOS DE INFORMÁTICA LTDA - ME","Brasília"
356,84534254000503,"2017-09-26 15:07:46.306782","2017-09-26 15:07:46.306782","TRÓPICO","","TRÓPICO SISTEMAS E TELECOMUNICAÇÕES DA AMAZÔNIA LTDA",Governo
357,07775840000175,"2017-09-26 15:07:46.327706","2017-09-26 15:07:46.327706",TUBARON,"","TUBARON TECNOLOGIAS LTDA - EPP","Porto Alegre"
358,04009757000105,"2017-09-26 15:07:46.350999","2017-09-26 15:07:46.350999","TURBO NET","","TURBO NET COMUNICAÇÃO E INFORMÁTICA LTDA","Belém"
359,08874991000143,"2017-09-26 15:07:46.374461","2017-09-26 15:07:46.374461","VIDEO CLUB","","TURBO TELECOM PROVEDOR DE ACESSO A INTERNET LTDA - ME","Porto Alegre"
360,10918507000182,"2017-09-26 15:07:46.394653","2017-09-26 15:07:46.394653","TURBONETT TELECOMUNICAÇÕES","","TURBONETT TELECOMUNICAÇÕES LTDA - ME",Fortaleza
361,02131538000160,"2017-09-26 15:07:46.419744","2017-09-26 15:07:46.419744","REDE TV","","TV OMEGA LTDA","São Paulo"
362,88630413000281,"2017-09-26 15:07:46.440872","2017-09-26 15:07:46.440872","PONTIFICIA UNIVERSIDADE CATOLICA DO RS-CAMPUS POA (PUCRS)","","UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA","Porto Alegre"
363,34023077000107,"2017-09-26 15:07:46.461766","2017-09-26 15:07:46.461766","UNI RIO","","UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO","Rio de Janeiro"
364,08921282000114,"2017-09-26 15:07:46.485918","2017-09-26 15:07:46.485918","DIRECT BANDA LARGA","","V.A. DE PAULA SEGUNDO TELECOMUNICAÇÕES - ME",Fortaleza
365,07353979000120,"2017-09-26 15:07:46.509580","2017-09-26 15:07:46.509580","CONECT TELECOM","","VALDEMAR MELO DA MOTA - ME",Fortaleza
366,10201482000100,"2017-09-26 15:07:46.534681","2017-09-26 15:07:46.534681","Vante Telecom","","VANTE PROVEDOR DE INTERNET LTDA ME","Rio de Janeiro"
367,10501017000186,"2017-09-26 15:07:46.555269","2017-09-26 15:07:46.555269","VEGAS TELECOM","","VEGAS TELECOM INFORMÁTICA LTDA","Rio de Janeiro"
368,94084266000103,"2017-09-26 15:07:46.576102","2017-09-26 15:07:46.576102","VETORIAL INTERNET","","VETORIALNET INFORMATICA E SERVICOS DE INTERNET EIRELI - EPP","Porto Alegre"
369,09254150000104,"2017-09-26 15:07:46.597190","2017-09-26 15:07:46.597190","VIA SUL TELECOM","","VIA SUL TELECOMUNICACOES LTDA - ME","Rio de Janeiro"
370,06172384000106,"2017-09-26 15:07:46.618888","2017-09-26 15:07:46.618888",IZOOM,"","VIACOM NEXT GENERATION COMUNICAÇÃO LTDA - EPP ","Belém"
371,13083648000110,"2017-09-26 15:07:46.647047","2017-09-26 15:07:46.647047","VIA SUL","","VIGAR PROVEDOR DE ACESSO A INTERNET LTDA","Porto Alegre"
372,09214464000175,"2017-09-26 15:07:46.669192","2017-09-26 15:07:46.669192",Virtualcity,"","VIRTUALCITY COMERCIO E SERV. DE TELECOM ","Brasília"
373,05555435000205,"2017-09-26 15:07:46.695922","2017-09-26 15:07:46.695922","VISADA PROVEDOR","","VISADA PROVEDOR DE INTERN LTDA ME","Brasília"
374,18455638000182,"2017-09-26 15:07:46.716975","2017-09-26 15:07:46.716975","VISION TELECOM","","VISION TELECOM E INFORMATICA EIRELI - ME","Brasília"
375,08415377000113,"2017-09-26 15:07:46.742982","2017-09-26 15:07:46.742982","VITORINO NET","","VITORINO NET LTDA - ME",Fortaleza
376,12695351000143,"2017-09-26 15:07:46.761920","2017-09-26 15:07:46.761920","VIVA NET","","VIVA NET LTDA - ME","São Paulo"
377,02449992000164,"2017-09-26 15:07:46.778620","2017-09-26 15:07:46.778620",VIVO,"","VIVO S.A.","São Paulo"
378,07656757000187,"2017-09-26 15:07:46.802702","2017-09-26 15:07:46.802702","VOCÊ TELECOM","","VOCÊ TELECOMUNICAÇÕES LTDA","Belém"
379,03847541000148,"2017-09-26 15:07:46.822674","2017-09-26 15:07:46.822674","WAVE TELECOM","","WAVE TELECOM LTDA","Belém"
380,09356043000189,"2017-09-26 15:07:46.845403","2017-09-26 15:07:46.845403","WDS TELECOM","","WDS TELECOM LTDA - ME","Rio de Janeiro"
381,10651401000165,"2017-09-26 15:07:46.868429","2017-09-26 15:07:46.868429",WEBMAX,"","WEBMAX TECNOLOGIA LTDA.","Porto Alegre"
382,19044970000117,"2017-09-26 15:07:46.889112","2017-09-26 15:07:46.889112","NET PREMIUM INFORMATICA","","WEDENARDO PEDRO DA COSTA - ME","Brasília"
383,05104611000101,"2017-09-26 15:07:46.911017","2017-09-26 15:07:46.911017",WIANET,"","WIANET SOLUÇÕES E TECNOLOGIA LTDA","Brasília"
384,02391867000140,"2017-09-26 15:07:46.933192","2017-09-26 15:07:46.933192",FLEXANET,"","WIN TIME INFORMÁTICA LTDA - EPP","Belém"
385,19532184000169,"2017-09-26 15:07:46.959745","2017-09-26 15:07:46.959745",WINDTEL,"","WINDTEL SERVICOS","Belém"
386,14644092000157,"2017-09-26 15:07:46.984432","2017-09-26 15:07:46.984432","WLAN SISTEMAS","","WLAN SISTEMAS LTDA","Belém"
387,07942413000134,"2017-09-26 15:07:47.004770","2017-09-26 15:07:47.004770","WSP TELECOM","","WSP SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME","Belém"
388,12192411000105,"2017-09-26 15:07:47.026298","2017-09-26 15:07:47.026298","WWN REDES E COMUNICAÇÕES LTDA - ME","","WWN REDES E COMUNICAÇÕES LTDA - ME","Porto Alegre"
389,13995892000150,"2017-09-26 15:07:47.050547","2017-09-26 15:07:47.050547",YOTTA,"","YOTTA COMUNICACOES DIGITAIS LTDA - EPP","Porto Alegre"
390,14122350000135,"2017-09-26 15:07:47.076106","2017-09-26 15:07:47.076106","LINKFIRE CONSULTORIA EM TI","","YZABELLA KRISTINA CALCAGNO ROGRIGUES EIRELI","Belém"
391,08056021000130,"2017-09-26 15:07:47.096415","2017-09-26 15:07:47.096415","ZAP TELECOM","","ZAP TELECOMUNICAÇÕES LTDA","Brasília"
392,05462503000100,"2017-09-26 15:07:47.113735","2017-09-26 15:07:47.113735",ZAPNET,"","ZAPNET PROVEDORES DE INTERNET LTDA","Brasília"
393,10220038000123,"2017-09-26 15:07:47.136033","2017-09-26 15:07:47.136033","SULNET TELECOMUNICAÇÕES","","ZILIONET TELECOMUNICAÇÕES LTDA","Porto Alegre"
394,18785251000194,"2017-09-26 15:07:47.156966","2017-09-26 15:07:47.156966","ZONA SUL TELECOM EIRELI - EPP","","ZONA SUL TELECOM EIRELI - EPP","Porto Alegre"
395,10390703000127,"2017-09-26 15:07:47.177586","2017-09-26 15:07:47.177586","TELNET WIRELESS","","ZOTTIS & COSTA TELECOMUNICACOES LTDA","Porto Alegre"
